starting job
Sun Dec  7 20:01:21 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.65.06              Driver Version: 580.65.06      CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA H100 80GB HBM3          On  |   00000000:4C:00.0 Off |                   On |
| N/A   39C    P0            424W /  700W |   36064MiB /  81559MiB |     N/A      Default |
|                                         |                        |              Enabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| MIG devices:                                                                            |
+------------------+----------------------------------+-----------+-----------------------+
| GPU  GI  CI  MIG |              Shared Memory-Usage |        Vol|        Shared         |
|      ID  ID  Dev |                Shared BAR1-Usage | SM     Unc| CE ENC  DEC  OFA  JPG |
|                  |                                  |        ECC|                       |
|==================+==================================+===========+=======================|
|  0    9   0   0  |              15MiB /  9984MiB    | 16      0 |  1   0    1    0    1 |
|                  |               0MiB /  6185MiB    |           |                       |
+------------------+----------------------------------+-----------+-----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Running seed 16
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
Seed 16 | Episode 0 | Reward -300.00 | Epsilon 0.9987
Seed 16 | Episode 29 | Reward -300.00 | Epsilon 0.7692
Seed 16 | Episode 30 | Reward -300.00 | Epsilon 0.7623
Seed 16 | Episode 31 | Reward -300.00 | Epsilon 0.7555
Seed 16 | Episode 32 | Reward -300.00 | Epsilon 0.7487
Seed 16 | Episode 33 | Reward -300.00 | Epsilon 0.7420
Seed 16 | Episode 34 | Reward -300.00 | Epsilon 0.7354
Seed 16 | Episode 35 | Reward -300.00 | Epsilon 0.7288
Seed 16 | Episode 36 | Reward -300.00 | Epsilon 0.7223
Seed 16 | Episode 37 | Reward -300.00 | Epsilon 0.7158
Seed 16 | Episode 38 | Reward -300.00 | Epsilon 0.7094
Seed 16 | Episode 39 | Reward -300.00 | Epsilon 0.7030
Seed 16 | Episode 40 | Reward -300.00 | Epsilon 0.6967
Seed 16 | Episode 41 | Reward -300.00 | Epsilon 0.6905
Seed 16 | Episode 42 | Reward -300.00 | Epsilon 0.6843
Seed 16 | Episode 43 | Reward -300.00 | Epsilon 0.6782
Seed 16 | Episode 44 | Reward -300.00 | Epsilon 0.6721
Seed 16 | Episode 45 | Reward -300.00 | Epsilon 0.6661
Seed 16 | Episode 46 | Reward -300.00 | Epsilon 0.6601
Seed 16 | Episode 47 | Reward -300.00 | Epsilon 0.6542
Seed 16 | Episode 48 | Reward -300.00 | Epsilon 0.6483
Seed 16 | Episode 49 | Reward -300.00 | Epsilon 0.6425
Seed 16 | Episode 50 | Reward -300.00 | Epsilon 0.6368
Seed 16 | Episode 51 | Reward -300.00 | Epsilon 0.6311
Seed 16 | Episode 52 | Reward -300.00 | Epsilon 0.6254
Seed 16 | Episode 53 | Reward -300.00 | Epsilon 0.6198
Seed 16 | Episode 54 | Reward -300.00 | Epsilon 0.6142
Seed 16 | Episode 55 | Reward -300.00 | Epsilon 0.6087
Seed 16 | Episode 56 | Reward -300.00 | Epsilon 0.6033
Seed 16 | Episode 57 | Reward -300.00 | Epsilon 0.5979
Seed 16 | Episode 58 | Reward -300.00 | Epsilon 0.5925
Seed 16 | Episode 59 | Reward -300.00 | Epsilon 0.5872
Seed 16 | Episode 60 | Reward -300.00 | Epsilon 0.5820
Seed 16 | Episode 61 | Reward -300.00 | Epsilon 0.5767
Seed 16 | Episode 62 | Reward -300.00 | Epsilon 0.5716
Seed 16 | Episode 63 | Reward -300.00 | Epsilon 0.5665
Seed 16 | Episode 64 | Reward -300.00 | Epsilon 0.5614
Seed 16 | Episode 65 | Reward -300.00 | Epsilon 0.5563
Seed 16 | Episode 66 | Reward -300.00 | Epsilon 0.5514
Seed 16 | Episode 67 | Reward -300.00 | Epsilon 0.5464
Seed 16 | Episode 68 | Reward -300.00 | Epsilon 0.5415
Seed 16 | Episode 69 | Reward -300.00 | Epsilon 0.5367
Seed 16 | Episode 70 | Reward -300.00 | Epsilon 0.5319
Seed 16 | Episode 71 | Reward -300.00 | Epsilon 0.5271
Seed 16 | Episode 72 | Reward -300.00 | Epsilon 0.5224
Seed 16 | Episode 73 | Reward -300.00 | Epsilon 0.5177
Seed 16 | Episode 74 | Reward -300.00 | Epsilon 0.5131
Seed 16 | Episode 75 | Reward -300.00 | Epsilon 0.5085
Seed 16 | Episode 76 | Reward -300.00 | Epsilon 0.5039
Seed 16 | Episode 77 | Reward -300.00 | Epsilon 0.4994
Seed 16 | Episode 78 | Reward -300.00 | Epsilon 0.4949
Seed 16 | Episode 79 | Reward -300.00 | Epsilon 0.4905
Seed 16 | Episode 80 | Reward -300.00 | Epsilon 0.4861
Seed 16 | Episode 81 | Reward -300.00 | Epsilon 0.4817
Seed 16 | Episode 82 | Reward -300.00 | Epsilon 0.4774
Seed 16 | Episode 83 | Reward -300.00 | Epsilon 0.4731
Seed 16 | Episode 84 | Reward -300.00 | Epsilon 0.4689
Seed 16 | Episode 85 | Reward -300.00 | Epsilon 0.4647
Seed 16 | Episode 86 | Reward -300.00 | Epsilon 0.4605
Seed 16 | Episode 87 | Reward -300.00 | Epsilon 0.4564
Seed 16 | Episode 88 | Reward -300.00 | Epsilon 0.4523
Seed 16 | Episode 89 | Reward -300.00 | Epsilon 0.4483
Seed 16 | Episode 90 | Reward -300.00 | Epsilon 0.4443
Seed 16 | Episode 91 | Reward -300.00 | Epsilon 0.4403
Seed 16 | Episode 92 | Reward -300.00 | Epsilon 0.4363
Seed 16 | Episode 93 | Reward -300.00 | Epsilon 0.4324
Seed 16 | Episode 94 | Reward -300.00 | Epsilon 0.4285
Seed 16 | Episode 95 | Reward -300.00 | Epsilon 0.4247
Seed 16 | Episode 96 | Reward -300.00 | Epsilon 0.4209
Seed 16 | Episode 97 | Reward -300.00 | Epsilon 0.4171
Seed 16 | Episode 98 | Reward -300.00 | Epsilon 0.4134
Seed 16 | Episode 99 | Reward -300.00 | Epsilon 0.4097
Seed 16 | Episode 100 | Reward -300.00 | Epsilon 0.4060
Seed 16 | Episode 101 | Reward -300.00 | Epsilon 0.4024
Seed 16 | Episode 102 | Reward -300.00 | Epsilon 0.3988
Seed 16 | Episode 103 | Reward -300.00 | Epsilon 0.3952
Seed 16 | Episode 104 | Reward -300.00 | Epsilon 0.3917
Seed 16 | Episode 105 | Reward -300.00 | Epsilon 0.3881
Seed 16 | Episode 106 | Reward -300.00 | Epsilon 0.3847
Seed 16 | Episode 107 | Reward -300.00 | Epsilon 0.3812
Seed 16 | Episode 108 | Reward -300.00 | Epsilon 0.3778
Seed 16 | Episode 109 | Reward -300.00 | Epsilon 0.3744
Seed 16 | Episode 110 | Reward -300.00 | Epsilon 0.3711
Seed 16 | Episode 111 | Reward -300.00 | Epsilon 0.3677
Seed 16 | Episode 112 | Reward -300.00 | Epsilon 0.3645
Seed 16 | Episode 113 | Reward -300.00 | Epsilon 0.3612
Seed 16 | Episode 114 | Reward -300.00 | Epsilon 0.3579
Seed 16 | Episode 115 | Reward -300.00 | Epsilon 0.3547
Seed 16 | Episode 116 | Reward -300.00 | Epsilon 0.3516
Seed 16 | Episode 117 | Reward -300.00 | Epsilon 0.3484
Seed 16 | Episode 118 | Reward -300.00 | Epsilon 0.3453
Seed 16 | Episode 119 | Reward -300.00 | Epsilon 0.3422
Seed 16 | Episode 120 | Reward -300.00 | Epsilon 0.3391
Seed 16 | Episode 121 | Reward -300.00 | Epsilon 0.3361
Seed 16 | Episode 122 | Reward -300.00 | Epsilon 0.3331
Seed 16 | Episode 123 | Reward -300.00 | Epsilon 0.3301
Seed 16 | Episode 124 | Reward -300.00 | Epsilon 0.3271
Seed 16 | Episode 125 | Reward -300.00 | Epsilon 0.3242
Seed 16 | Episode 126 | Reward -300.00 | Epsilon 0.3213
Seed 16 | Episode 127 | Reward -300.00 | Epsilon 0.3184
Seed 16 | Episode 128 | Reward -300.00 | Epsilon 0.3156
Seed 16 | Episode 129 | Reward -300.00 | Epsilon 0.3127
Seed 16 | Episode 130 | Reward -300.00 | Epsilon 0.3099
Seed 16 | Episode 131 | Reward -300.00 | Epsilon 0.3072
Seed 16 | Episode 132 | Reward -300.00 | Epsilon 0.3044
Seed 16 | Episode 133 | Reward -300.00 | Epsilon 0.3017
Seed 16 | Episode 134 | Reward -300.00 | Epsilon 0.2990
Seed 16 | Episode 135 | Reward -300.00 | Epsilon 0.2963
Seed 16 | Episode 136 | Reward -300.00 | Epsilon 0.2936
Seed 16 | Episode 137 | Reward -300.00 | Epsilon 0.2910
Seed 16 | Episode 138 | Reward -300.00 | Epsilon 0.2884
Seed 16 | Episode 139 | Reward -300.00 | Epsilon 0.2858
Seed 16 | Episode 140 | Reward -300.00 | Epsilon 0.2833
Seed 16 | Episode 141 | Reward -300.00 | Epsilon 0.2807
Seed 16 | Episode 142 | Reward -300.00 | Epsilon 0.2782
Seed 16 | Episode 143 | Reward -300.00 | Epsilon 0.2757
Seed 16 | Episode 144 | Reward -300.00 | Epsilon 0.2732
Seed 16 | Episode 145 | Reward -300.00 | Epsilon 0.2708
Seed 16 | Episode 146 | Reward -300.00 | Epsilon 0.2684
Seed 16 | Episode 147 | Reward -300.00 | Epsilon 0.2660
Seed 16 | Episode 148 | Reward -300.00 | Epsilon 0.2636
Seed 16 | Episode 149 | Reward -300.00 | Epsilon 0.2612
Seed 16 | Episode 150 | Reward -300.00 | Epsilon 0.2589
Seed 16 | Episode 151 | Reward -300.00 | Epsilon 0.2566
Seed 16 | Episode 152 | Reward -300.00 | Epsilon 0.2543
Seed 16 | Episode 153 | Reward -300.00 | Epsilon 0.2520
Seed 16 | Episode 154 | Reward -300.00 | Epsilon 0.2497
Seed 16 | Episode 155 | Reward -300.00 | Epsilon 0.2475
Seed 16 | Episode 156 | Reward -300.00 | Epsilon 0.2453
Seed 16 | Episode 157 | Reward -300.00 | Epsilon 0.2431
Seed 16 | Episode 158 | Reward -300.00 | Epsilon 0.2409
Seed 16 | Episode 159 | Reward -300.00 | Epsilon 0.2387
Seed 16 | Episode 160 | Reward -300.00 | Epsilon 0.2366
Seed 16 | Episode 161 | Reward -300.00 | Epsilon 0.2345
Seed 16 | Episode 162 | Reward -300.00 | Epsilon 0.2324
Seed 16 | Episode 163 | Reward -300.00 | Epsilon 0.2303
Seed 16 | Episode 164 | Reward -300.00 | Epsilon 0.2282
Seed 16 | Episode 165 | Reward -300.00 | Epsilon 0.2262
Seed 16 | Episode 166 | Reward -300.00 | Epsilon 0.2242
Seed 16 | Episode 167 | Reward -300.00 | Epsilon 0.2222
Seed 16 | Episode 168 | Reward -300.00 | Epsilon 0.2202
Seed 16 | Episode 169 | Reward -300.00 | Epsilon 0.2182
Seed 16 | Episode 170 | Reward -300.00 | Epsilon 0.2162
Seed 16 | Episode 171 | Reward -300.00 | Epsilon 0.2143
Seed 16 | Episode 172 | Reward -300.00 | Epsilon 0.2124
Seed 16 | Episode 173 | Reward -300.00 | Epsilon 0.2105
Seed 16 | Episode 174 | Reward -300.00 | Epsilon 0.2086
Seed 16 | Episode 175 | Reward -300.00 | Epsilon 0.2067
Seed 16 | Episode 176 | Reward -300.00 | Epsilon 0.2049
Seed 16 | Episode 177 | Reward -300.00 | Epsilon 0.2030
Seed 16 | Episode 178 | Reward -300.00 | Epsilon 0.2012
Seed 16 | Episode 179 | Reward -300.00 | Epsilon 0.1994
Seed 16 | Episode 180 | Reward -300.00 | Epsilon 0.1976
Seed 16 | Episode 181 | Reward -300.00 | Epsilon 0.1959
Seed 16 | Episode 182 | Reward -300.00 | Epsilon 0.1941
Seed 16 | Episode 183 | Reward -300.00 | Epsilon 0.1924
Seed 16 | Episode 184 | Reward -300.00 | Epsilon 0.1906
Seed 16 | Episode 185 | Reward -300.00 | Epsilon 0.1889
Seed 16 | Episode 186 | Reward -300.00 | Epsilon 0.1872
Seed 16 | Episode 187 | Reward -300.00 | Epsilon 0.1856
Seed 16 | Episode 188 | Reward -300.00 | Epsilon 0.1839
Seed 16 | Episode 189 | Reward -300.00 | Epsilon 0.1823
Seed 16 | Episode 190 | Reward -300.00 | Epsilon 0.1806
Seed 16 | Episode 191 | Reward -300.00 | Epsilon 0.1790
Seed 16 | Episode 192 | Reward -300.00 | Epsilon 0.1774
Seed 16 | Episode 193 | Reward -300.00 | Epsilon 0.1758
Seed 16 | Episode 194 | Reward -300.00 | Epsilon 0.1742
Seed 16 | Episode 195 | Reward -300.00 | Epsilon 0.1727
Seed 16 | Episode 196 | Reward -300.00 | Epsilon 0.1711
Seed 16 | Episode 197 | Reward -300.00 | Epsilon 0.1696
Seed 16 | Episode 198 | Reward -300.00 | Epsilon 0.1681
Seed 16 | Episode 199 | Reward -300.00 | Epsilon 0.1666
Seed 16 | Episode 200 | Reward -300.00 | Epsilon 0.1651
Seed 16 | Episode 201 | Reward -300.00 | Epsilon 0.1636
Seed 16 | Episode 202 | Reward -300.00 | Epsilon 0.1621
Seed 16 | Episode 203 | Reward -300.00 | Epsilon 0.1607
Seed 16 | Episode 204 | Reward -300.00 | Epsilon 0.1592
Seed 16 | Episode 205 | Reward -300.00 | Epsilon 0.1578
Seed 16 | Episode 206 | Reward -300.00 | Epsilon 0.1564
Seed 16 | Episode 207 | Reward -300.00 | Epsilon 0.1550
Seed 16 | Episode 208 | Reward -300.00 | Epsilon 0.1536
Seed 16 | Episode 209 | Reward -300.00 | Epsilon 0.1522
Seed 16 | Episode 210 | Reward -300.00 | Epsilon 0.1509
Seed 16 | Episode 211 | Reward -300.00 | Epsilon 0.1495
Seed 16 | Episode 212 | Reward -300.00 | Epsilon 0.1482
Seed 16 | Episode 213 | Reward -300.00 | Epsilon 0.1468
Seed 16 | Episode 214 | Reward -300.00 | Epsilon 0.1455
Seed 16 | Episode 215 | Reward -300.00 | Epsilon 0.1442
Seed 16 | Episode 216 | Reward -300.00 | Epsilon 0.1429
Seed 16 | Episode 217 | Reward -300.00 | Epsilon 0.1417
Seed 16 | Episode 218 | Reward -300.00 | Epsilon 0.1404
Seed 16 | Episode 219 | Reward -300.00 | Epsilon 0.1391
Seed 16 | Episode 220 | Reward -300.00 | Epsilon 0.1379
Seed 16 | Episode 221 | Reward -300.00 | Epsilon 0.1366
Seed 16 | Episode 222 | Reward -300.00 | Epsilon 0.1354
Seed 16 | Episode 223 | Reward -300.00 | Epsilon 0.1342
Seed 16 | Episode 224 | Reward -300.00 | Epsilon 0.1330
Seed 16 | Episode 225 | Reward -300.00 | Epsilon 0.1318
Seed 16 | Episode 226 | Reward -300.00 | Epsilon 0.1306
Seed 16 | Episode 227 | Reward -300.00 | Epsilon 0.1295
Seed 16 | Episode 228 | Reward -300.00 | Epsilon 0.1283
Seed 16 | Episode 229 | Reward -300.00 | Epsilon 0.1272
Seed 16 | Episode 230 | Reward -300.00 | Epsilon 0.1260
Seed 16 | Episode 231 | Reward -300.00 | Epsilon 0.1249
Seed 16 | Episode 232 | Reward -300.00 | Epsilon 0.1238
Seed 16 | Episode 233 | Reward -300.00 | Epsilon 0.1227
Seed 16 | Episode 234 | Reward -300.00 | Epsilon 0.1216
Seed 16 | Episode 235 | Reward -300.00 | Epsilon 0.1205
Seed 16 | Episode 236 | Reward -300.00 | Epsilon 0.1194
Seed 16 | Episode 237 | Reward -300.00 | Epsilon 0.1183
Seed 16 | Episode 238 | Reward -300.00 | Epsilon 0.1173
Seed 16 | Episode 239 | Reward -300.00 | Epsilon 0.1162
Seed 16 | Episode 240 | Reward -300.00 | Epsilon 0.1152
Seed 16 | Episode 241 | Reward -300.00 | Epsilon 0.1141
Seed 16 | Episode 242 | Reward -300.00 | Epsilon 0.1131
Seed 16 | Episode 243 | Reward -300.00 | Epsilon 0.1121
Seed 16 | Episode 244 | Reward -300.00 | Epsilon 0.1111
Seed 16 | Episode 245 | Reward -300.00 | Epsilon 0.1101
Seed 16 | Episode 246 | Reward -300.00 | Epsilon 0.1091
Seed 16 | Episode 247 | Reward -300.00 | Epsilon 0.1081
Seed 16 | Episode 248 | Reward -300.00 | Epsilon 0.1072
Seed 16 | Episode 249 | Reward -300.00 | Epsilon 0.1062
Seed 16 | Episode 250 | Reward -300.00 | Epsilon 0.1053
Seed 16 | Episode 251 | Reward -300.00 | Epsilon 0.1043
Seed 16 | Episode 252 | Reward -300.00 | Epsilon 0.1034
Seed 16 | Episode 253 | Reward -300.00 | Epsilon 0.1024
Seed 16 | Episode 254 | Reward -132.00 | Epsilon 0.1017
Seed 16 | Episode 255 | Reward -300.00 | Epsilon 0.1008
Seed 16 | Episode 256 | Reward -300.00 | Epsilon 0.0999
Seed 16 | Episode 257 | Reward -300.00 | Epsilon 0.0990
Seed 16 | Episode 258 | Reward -300.00 | Epsilon 0.0981
Seed 16 | Episode 259 | Reward -300.00 | Epsilon 0.0973
Seed 16 | Episode 260 | Reward -300.00 | Epsilon 0.0964
Seed 16 | Episode 261 | Reward -300.00 | Epsilon 0.0955
Seed 16 | Episode 262 | Reward -300.00 | Epsilon 0.0947
Seed 16 | Episode 263 | Reward -300.00 | Epsilon 0.0938
Seed 16 | Episode 264 | Reward -300.00 | Epsilon 0.0930
Seed 16 | Episode 265 | Reward -300.00 | Epsilon 0.0921
Seed 16 | Episode 266 | Reward -300.00 | Epsilon 0.0913
Seed 16 | Episode 267 | Reward -300.00 | Epsilon 0.0905
Seed 16 | Episode 268 | Reward -300.00 | Epsilon 0.0897
Seed 16 | Episode 269 | Reward -300.00 | Epsilon 0.0889
Seed 16 | Episode 270 | Reward -300.00 | Epsilon 0.0881
Seed 16 | Episode 271 | Reward -300.00 | Epsilon 0.0873
Seed 16 | Episode 272 | Reward -300.00 | Epsilon 0.0865
Seed 16 | Episode 273 | Reward -300.00 | Epsilon 0.0857
Seed 16 | Episode 274 | Reward -300.00 | Epsilon 0.0850
Seed 16 | Episode 275 | Reward -300.00 | Epsilon 0.0842
Seed 16 | Episode 276 | Reward -300.00 | Epsilon 0.0835
Seed 16 | Episode 277 | Reward -300.00 | Epsilon 0.0827
Seed 16 | Episode 278 | Reward -300.00 | Epsilon 0.0820
Seed 16 | Episode 279 | Reward -300.00 | Epsilon 0.0812
Seed 16 | Episode 280 | Reward -300.00 | Epsilon 0.0805
Seed 16 | Episode 281 | Reward -300.00 | Epsilon 0.0798
Seed 16 | Episode 282 | Reward -300.00 | Epsilon 0.0791
Seed 16 | Episode 283 | Reward -300.00 | Epsilon 0.0784
Seed 16 | Episode 284 | Reward -300.00 | Epsilon 0.0777
Seed 16 | Episode 285 | Reward -300.00 | Epsilon 0.0770
Seed 16 | Episode 286 | Reward -300.00 | Epsilon 0.0763
Seed 16 | Episode 287 | Reward -300.00 | Epsilon 0.0756
Seed 16 | Episode 288 | Reward -300.00 | Epsilon 0.0749
Seed 16 | Episode 289 | Reward -300.00 | Epsilon 0.0742
Seed 16 | Episode 290 | Reward -300.00 | Epsilon 0.0736
Seed 16 | Episode 291 | Reward -300.00 | Epsilon 0.0729
Seed 16 | Episode 292 | Reward -300.00 | Epsilon 0.0723
Seed 16 | Episode 293 | Reward -300.00 | Epsilon 0.0716
Seed 16 | Episode 294 | Reward -300.00 | Epsilon 0.0710
Seed 16 | Episode 295 | Reward -300.00 | Epsilon 0.0703
Seed 16 | Episode 296 | Reward -300.00 | Epsilon 0.0697
Seed 16 | Episode 297 | Reward -300.00 | Epsilon 0.0691
Seed 16 | Episode 298 | Reward -300.00 | Epsilon 0.0685
Seed 16 | Episode 299 | Reward -300.00 | Epsilon 0.0679
Seed 16 | Episode 300 | Reward -300.00 | Epsilon 0.0672
Seed 16 | Episode 301 | Reward -300.00 | Epsilon 0.0666
Seed 16 | Episode 302 | Reward -300.00 | Epsilon 0.0660
Seed 16 | Episode 303 | Reward -300.00 | Epsilon 0.0655
Seed 16 | Episode 304 | Reward -300.00 | Epsilon 0.0649
Seed 16 | Episode 305 | Reward -300.00 | Epsilon 0.0643
Seed 16 | Episode 306 | Reward -300.00 | Epsilon 0.0637
Seed 16 | Episode 307 | Reward -300.00 | Epsilon 0.0631
Seed 16 | Episode 308 | Reward -300.00 | Epsilon 0.0626
Seed 16 | Episode 309 | Reward -300.00 | Epsilon 0.0620
Seed 16 | Episode 310 | Reward -300.00 | Epsilon 0.0615
Seed 16 | Episode 311 | Reward -300.00 | Epsilon 0.0609
Seed 16 | Episode 312 | Reward -300.00 | Epsilon 0.0604
Seed 16 | Episode 313 | Reward -300.00 | Epsilon 0.0598
Seed 16 | Episode 314 | Reward -300.00 | Epsilon 0.0593
Seed 16 | Episode 315 | Reward -300.00 | Epsilon 0.0588
Seed 16 | Episode 316 | Reward -300.00 | Epsilon 0.0582
Seed 16 | Episode 317 | Reward -300.00 | Epsilon 0.0577
Seed 16 | Episode 318 | Reward -300.00 | Epsilon 0.0572
Seed 16 | Episode 319 | Reward -300.00 | Epsilon 0.0567
Seed 16 | Episode 320 | Reward -300.00 | Epsilon 0.0562
Seed 16 | Episode 321 | Reward -300.00 | Epsilon 0.0557
Seed 16 | Episode 322 | Reward -300.00 | Epsilon 0.0552
Seed 16 | Episode 323 | Reward -300.00 | Epsilon 0.0547
Seed 16 | Episode 324 | Reward -300.00 | Epsilon 0.0542
Seed 16 | Episode 325 | Reward -300.00 | Epsilon 0.0537
Seed 16 | Episode 326 | Reward -300.00 | Epsilon 0.0532
Seed 16 | Episode 327 | Reward -300.00 | Epsilon 0.0527
Seed 16 | Episode 328 | Reward -300.00 | Epsilon 0.0523
Seed 16 | Episode 329 | Reward -300.00 | Epsilon 0.0518
Seed 16 | Episode 330 | Reward -300.00 | Epsilon 0.0513
Seed 16 | Episode 331 | Reward -300.00 | Epsilon 0.0509
Seed 16 | Episode 332 | Reward -300.00 | Epsilon 0.0504
Seed 16 | Episode 333 | Reward -300.00 | Epsilon 0.0500
Seed 16 | Episode 334 | Reward -300.00 | Epsilon 0.0495
Seed 16 | Episode 335 | Reward -300.00 | Epsilon 0.0491
Seed 16 | Episode 336 | Reward -300.00 | Epsilon 0.0486
Seed 16 | Episode 337 | Reward -300.00 | Epsilon 0.0482
Seed 16 | Episode 338 | Reward -300.00 | Epsilon 0.0478
Seed 16 | Episode 339 | Reward -300.00 | Epsilon 0.0473
Seed 16 | Episode 340 | Reward -300.00 | Epsilon 0.0469
Seed 16 | Episode 341 | Reward -300.00 | Epsilon 0.0465
Seed 16 | Episode 342 | Reward -300.00 | Epsilon 0.0461
Seed 16 | Episode 343 | Reward -300.00 | Epsilon 0.0457
Seed 16 | Episode 344 | Reward -300.00 | Epsilon 0.0453
Seed 16 | Episode 345 | Reward -300.00 | Epsilon 0.0449
Seed 16 | Episode 346 | Reward -300.00 | Epsilon 0.0445
Seed 16 | Episode 347 | Reward -300.00 | Epsilon 0.0441
Seed 16 | Episode 348 | Reward -300.00 | Epsilon 0.0437
Seed 16 | Episode 349 | Reward -300.00 | Epsilon 0.0433
Seed 16 | Episode 350 | Reward -300.00 | Epsilon 0.0429
Seed 16 | Episode 351 | Reward -300.00 | Epsilon 0.0425
Seed 16 | Episode 352 | Reward -300.00 | Epsilon 0.0421
Seed 16 | Episode 353 | Reward -300.00 | Epsilon 0.0417
Seed 16 | Episode 354 | Reward -300.00 | Epsilon 0.0414
Seed 16 | Episode 355 | Reward -300.00 | Epsilon 0.0410
